Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
916	1775724	@ @ @ @ whom editorial writers in both the Dominion Post and the New Zealand Herald have said should	<<< be stood >>>	down , and whom the police have established directly solicited and received donations , which he later claimed to be	@_ii @_ii @_ii @_ii whom_pnqo editorial_jj_nn1 writers_nn2 in_ii both_db2 the_at Dominion_nn1 Post_nn1 and_cc the_at New_np1 Zealand_np1 Herald_np1 have_vh0 said_vvn should_vm	<<< be_vbi stood_vvn@ >>>	down_rp ,_, and_cc whom_pnqo the_at police_nn2 have_vh0 established_vvn directly_rr solicited_vvn_vvd and_cc received_vvn donations_nn2 ,_, which_ddq he_pphs1 later_rrr claimed_vvn_vvd to_to be_vbi	New Zealand	wlp_nz_g01.txt	New Zealand Parliament - 2. Hon John Banks--Donations to	General	http://www.parliament.nz/mi-NZ/PB/Business/QOA/6/b/0/50HansQ_20120801_00000002-2-Hon-John-Banks-Donations-to-Member-s-Political.htm	1399	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=915	1399265868	1399265869
917	1788129	support of you all .  &lt;p&gt;  Mr @ @ @ @ @ @ @ @ @ @ Rongo Wetere	<<< was stood >>>	down following a government inquiry that found numerous problems at the institute . &lt;p&gt;  Two years later , with the	support_nn1 of_io you_ppy all_db_rr@ ._.  &lt;p&gt; _null Mr_nnb @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii Rongo_np1 Wetere_np1_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp_ii@ following_vvg_ii@ a_at1 government_nn1 inquiry_nn1 that_cst found_vvd numerous_jj problems_nn2 at_ii the_at institute_nn1 ._. &lt;p&gt; _null Two_mc years_nnt2 later_rrr ,_, with_iw the_at	New Zealand	wlp_nz_g01.txt	Te Wananga o Aotearoa CEO position to be advertised... | Stuff.co.nz	General	http://www.stuff.co.nz/waikato-times/news/7698575/Wananga-CEO-position-to-be-advertised	321	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=916	1402220386	1402220387
918	1795327	Since Banks has n't been charged with anything , nor found guilty of anything , Labour are proposing that he	<<< be stood >>>	down . This from a party who were investigated for  misappropriating  taxpayers money . Those same police found	Since_cs Banks_nn2_np1@ has_vhz n't_xx been_vbn charged_vvn with_iw anything_pn1 ,_, nor_cc found_vvd_vvn guilty_jj of_io anything_pn1 ,_, Labour_jj_nn1@ are_vbr proposing_vvg that_cst he_pphs1	<<< be_vbi stood_vvn@ >>>	down_rp ._. This_dd1 from_ii a_at1 party_nn1 who_pnqs were_vbdr investigated_vvn for_if  misappropriating_vvg_jj@  taxpayers_nn2 money_nn1 ._. Those_dd2 same_da police_nn2 found_vvd_vvn	New Zealand	wlp_nz_g01.txt	Coalition Partners and Helicopters | Whale Oil Beef Hooked | A blog	General	http://www.whaleoil.co.nz/2012/09/coalition-partners-and-helicopters/	1170	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=917	1403931816	1403931817
919	1795327	charges . I do n't recall any of the Labour Party piping up at the time saying they should all	<<< be stood >>>	down . Andrew Little and Darien Fenton have not been charged with destroying many , many NZ businesses ( and	charges_nn2 ._. I_ppis1 do_vd0 n't_xx recall_vvi any_dd of_io the_at Labour_jj Party_nn1 piping_vvg@_nn1 up_rp at_ii the_at time_nnt1 saying_vvg they_pphs2 should_vm all_db_rr@	<<< be_vbi stood_vvn@ >>>	down_rp ._. Andrew_np1 Little_np1@_jj_rr and_cc Darien_np1 Fenton_np1 have_vh0 not_xx been_vbn charged_vvn with_iw destroying_vvg many_da2 ,_, many_da2 NZ_np1 businesses_nn2 (_( and_cc	New Zealand	wlp_nz_g01.txt	Coalition Partners and Helicopters | Whale Oil Beef Hooked | A blog	General	http://www.whaleoil.co.nz/2012/09/coalition-partners-and-helicopters/	1170	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=918	1403931871	1403931872
920	1795327	some would say a portion of NZ 's productive base ) through their Union militancy , but they are not	<<< being stood >>>	down by Shearer and the Labour Party , in fact , these same people have the gall to actually call	some_dd would_vm say_vvi a_at1 portion_nn1 of_io NZ_np1 's_ge productive_jj base_nn1 )_) through_ii their_appge Union_nn1 militancy_nn1 ,_, but_ccb they_pphs2 are_vbr not_xx	<<< being_vbg stood_vvn@ >>>	down_rp by_ii Shearer_np1 and_cc the_at Labour_jj Party_nn1 ,_, in_ii fact_nn1 ,_, these_dd2 same_da people_nn have_vh0 the_at gall_nn1 to_to actually_rr call_vvi	New Zealand	wlp_nz_g01.txt	Coalition Partners and Helicopters | Whale Oil Beef Hooked | A blog	General	http://www.whaleoil.co.nz/2012/09/coalition-partners-and-helicopters/	1170	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=919	1403931913	1403931914
921	1714940	lens were pro quality so they should(SHOULD) be weather proofed . &lt;p&gt;  Kayne Barry -- BMW 550is &lt;p&gt;  As we	<<< were stood >>>	on a relatively fast section the cars were n't sliding too much , but I have to say the one	lens_nn1 were_vbdr pro_jj quality_nn1 so_cs@_rr they_pphs2 should(SHOULD)_vv0 be_vbi weather_nn1 proofed_vvn ._. &lt;p&gt; _null Kayne_np1 Barry_np1 --_zz BMW_np1 550is_fo &lt;p&gt; _null As_csa we_ppis2	<<< were_vbdr stood_vvn@ >>>	on_ii a_at1 relatively_rr fast_jj_rr section_nn1_vv0% the_at cars_nn2 were_vbdr n't_xx sliding_vvg too_rg much_da1_rr ,_, but_ccb I_ppis1 have_vh0 to_to say_vvi the_at one_mc1	New Zealand	wlp_nz_g02.txt	A little bit sideways | Category Archive | News	General	http://alittlebitsideways.co.nz/category/news/	7169	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=920	1404447111	1404447112
922	1714940	Dee and I wondered what had happened for them not to be in their car . The TV cameraman who	<<< was stood >>>	just in front of us , must have overheard us and told us he had filmed them in a previous	Dee_fu and_cc I_ppis1 wondered_vvd what_ddq had_vhd happened_vvn for_if them_ppho2 not_xx to_to be_vbi in_ii their_appge car_nn1 ._. The_at TV_nn1 cameraman_nn1 who_pnqs	<<< was_vbdz stood_vvn@ >>>	just_rr in_ii31 front_ii32 of_ii33 us_ppio2 ,_, must_vm have_vhi overheard_vvn us_ppio2 and_cc told_vvn us_ppio2 he_pphs1 had_vhd filmed_vvn them_ppho2 in_ii_rp@ a_at1 previous_jj	New Zealand	wlp_nz_g02.txt	A little bit sideways | Category Archive | News	General	http://alittlebitsideways.co.nz/category/news/	7169	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=921	1404447496	1404447497
923	1714940	run back to the car and grab me another lens , but I really need the 200mm lens where I	<<< was stood >>>	and I only had a 70mm available . 99% of the images shot Stage 5 Gallery were on a 70mm	run_vvi back_rp to_ii the_at car_nn1 and_cc grab_vvi me_ppio1 another_dd1 lens_nn1 ,_, but_ccb I_ppis1 really_rr need_vv0 the_at 200mm_nnu lens_nn1 where_cs_rrq I_ppis1	<<< was_vbdz stood_vvn@ >>>	and_cc I_ppis1 only_rr had_vhd a_at1 70mm_nnu available_jj ._. 99%_nnu of_io the_at images_nn2 shot_vvd_vvn_nn1 Stage_nn1 5_mc Gallery_nn1 were_vbdr on_ii a_at1 70mm_nnu	New Zealand	wlp_nz_g02.txt	A little bit sideways | Category Archive | News	General	http://alittlebitsideways.co.nz/category/news/	7169	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=922	1404447695	1404447696
924	1714955	lens were pro quality so they should(SHOULD) be weather proofed . &lt;p&gt;  Kayne Barry -- BMW 550is &lt;p&gt;  As we	<<< were stood >>>	on a relatively fast section the cars were n't sliding too much , but I have to say the one	lens_nn1 were_vbdr pro_jj quality_nn1 so_cs@_rr they_pphs2 should(SHOULD)_vv0 be_vbi weather_nn1 proofed_vvn ._. &lt;p&gt; _null Kayne_np1 Barry_np1 --_zz BMW_np1 550is_fo &lt;p&gt; _null As_csa we_ppis2	<<< were_vbdr stood_vvn@ >>>	on_ii a_at1 relatively_rr fast_jj_rr section_nn1_vv0% the_at cars_nn2 were_vbdr n't_xx sliding_vvg too_rg much_da1_rr ,_, but_ccb I_ppis1 have_vh0 to_to say_vvi the_at one_mc1	New Zealand	wlp_nz_g02.txt	Rally of the North | A little bit sideways	General	http://alittlebitsideways.co.nz/rally-of-the-north/	1423	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=923	1404457749	1404457750
925	1714955	Dee and I wondered what had happened for them not to be in their car . The TV cameraman who	<<< was stood >>>	just in front of us , must have overheard us and told us he had filmed them in a previous	Dee_fu and_cc I_ppis1 wondered_vvd what_ddq had_vhd happened_vvn for_if them_ppho2 not_xx to_to be_vbi in_ii their_appge car_nn1 ._. The_at TV_nn1 cameraman_nn1 who_pnqs	<<< was_vbdz stood_vvn@ >>>	just_rr in_ii31 front_ii32 of_ii33 us_ppio2 ,_, must_vm have_vhi overheard_vvn us_ppio2 and_cc told_vvn us_ppio2 he_pphs1 had_vhd filmed_vvn them_ppho2 in_ii_rp@ a_at1 previous_jj	New Zealand	wlp_nz_g02.txt	Rally of the North | A little bit sideways	General	http://alittlebitsideways.co.nz/rally-of-the-north/	1423	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=924	1404458134	1404458135
926	1714955	run back to the car and grab me another lens , but I really need the 200mm lens where I	<<< was stood >>>	and I only had a 70mm available . 99% of the images shot Stage 5 Gallery were on a 70mm	run_vvi back_rp to_ii the_at car_nn1 and_cc grab_vvi me_ppio1 another_dd1 lens_nn1 ,_, but_ccb I_ppis1 really_rr need_vv0 the_at 200mm_nnu lens_nn1 where_cs_rrq I_ppis1	<<< was_vbdz stood_vvn@ >>>	and_cc I_ppis1 only_rr had_vhd a_at1 70mm_nnu available_jj ._. 99%_nnu of_io the_at images_nn2 shot_vvd_vvn_nn1 Stage_nn1 5_mc Gallery_nn1 were_vbdr on_ii a_at1 70mm_nnu	New Zealand	wlp_nz_g02.txt	Rally of the North | A little bit sideways	General	http://alittlebitsideways.co.nz/rally-of-the-north/	1423	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=925	1404458333	1404458334
927	1718460	bringing practised patterns of anti social behaviour into New Zealand classrooms and playgrounds , an unacceptable number of students are	<<< being stood >>>	down from New Zealand schools for continual disobedience and violence . Defiant , disruptive and violent behaviours are interrupting the	bringing_vvg practised_jj patterns_nn2 of_io anti_jj social_jj behaviour_nn1 into_ii New_np1 Zealand_np1 classrooms_nn2 and_cc playgrounds_nn2 ,_, an_at1 unacceptable_jj number_nn1 of_io students_nn2 are_vbr	<<< being_vbg stood_vvn@ >>>	down_rp from_ii New_np1 Zealand_np1 schools_nn2 for_if continual_jj disobedience_nn1 and_cc violence_nn1 ._. Defiant_jj ,_, disruptive_jj and_cc violent_jj behaviours_nn2 are_vbr interrupting_vvg the_at	New Zealand	wlp_nz_g02.txt	Character in the Classroom - Cornerstone Values Website	General	http://cornerstonevalues.org/classroom.html	5155	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=926	1405424655	1405424656
928	1718460	miserably - 5,000 hours at most . &lt;p&gt;  Classroom and playground behaviour is increasingly disruptive , resulting in more students	<<< being stood >>>	down &lt;p&gt;  Consider : &lt;p&gt;  47 percent of New Zealand students report the occurrence of noise and disorder in all	miserably_rr -_- 5,000_mc hours_nnt2 at_rr21 most_rr22 ._. &lt;p&gt; _null Classroom_nn1 and_cc playground_nn1 behaviour_nn1 is_vbz increasingly_rr disruptive_jj ,_, resulting_vvg in_ii more_dar students_nn2	<<< being_vbg stood_vvn@ >>>	down_rp &lt;p&gt; _null Consider_vv0 :_: &lt;p&gt; _null 47_mc percent_nnu of_io New_np1 Zealand_np1 students_nn2 report_vv0@ the_at occurrence_nn1 of_io noise_nn1 and_cc disorder_nn1 in_ii all_db	New Zealand	wlp_nz_g02.txt	Character in the Classroom - Cornerstone Values Website	General	http://cornerstonevalues.org/classroom.html	5155	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=927	1405426815	1405426816
929	1718460	bringing practised patterns of anti social behaviour into New Zealand classrooms and playgrounds , an unacceptable number of students are	<<< being stood >>>	down from New Zealand schools for continual disobedience and violence . Defiant , disruptive and violent behaviours are interrupting the	bringing_vvg practised_jj patterns_nn2 of_io anti_jj social_jj behaviour_nn1 into_ii New_np1 Zealand_np1 classrooms_nn2 and_cc playgrounds_nn2 ,_, an_at1 unacceptable_jj number_nn1 of_io students_nn2 are_vbr	<<< being_vbg stood_vvn@ >>>	down_rp from_ii New_np1 Zealand_np1 schools_nn2 for_if continual_jj disobedience_nn1 and_cc violence_nn1 ._. Defiant_jj ,_, disruptive_jj and_cc violent_jj behaviours_nn2 are_vbr interrupting_vvg the_at	New Zealand	wlp_nz_g02.txt	Character in the Classroom - Cornerstone Values Website	General	http://cornerstonevalues.org/classroom.html	5155	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=928	1405429860	1405429861
930	1728655	what went wrong before and during the Games . &lt;p&gt;  It is understood Neil was told on Friday he would	<<< be stood >>>	down from the role , although newly-elected SA president Barclay Nettlefold insists the chief executive had left voluntarily . &lt;p&gt;	what_ddq went_vvd wrong_rr before_ii and_cc during_ii the_at Games_nn2 ._. &lt;p&gt; _null It_pph1 is_vbz understood_vvn Neil_np1 was_vbdz told_vvn on_ii Friday_npd1 he_pphs1 would_vm	<<< be_vbi stood_vvn@ >>>	down_rp from_ii the_at role_nn1 ,_, although_cs newly-elected_jj_nn1 SA_np1 president_nn1 Barclay_np1 Nettlefold_np1 insists_vvz the_at chief_jj_nn1 executive_nn1 had_vhd left_vvn voluntarily_rr ._. &lt;p&gt; _null	New Zealand	wlp_nz_g02.txt	Swimming Australia boss backs head coach - Yahoo! New Zealand	General	http://nz.sports.yahoo.com/news/article/-/15443539/swimming-australia-boss-backs-head-coach/	444	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=929	1407903891	1407903892
931	1728656	what went wrong before and during the Games . &lt;p&gt;  It is understood Neil was told on Friday he would	<<< be stood >>>	down from the role , although newly-elected SA president Barclay Nettlefold insists the chief executive had left voluntarily . &lt;p&gt;	what_ddq went_vvd wrong_rr before_ii and_cc during_ii the_at Games_nn2 ._. &lt;p&gt; _null It_pph1 is_vbz understood_vvn Neil_np1 was_vbdz told_vvn on_ii Friday_npd1 he_pphs1 would_vm	<<< be_vbi stood_vvn@ >>>	down_rp from_ii the_at role_nn1 ,_, although_cs newly-elected_jj_nn1 SA_np1 president_nn1 Barclay_np1 Nettlefold_np1 insists_vvz the_at chief_jj_nn1 executive_nn1 had_vhd left_vvn voluntarily_rr ._. &lt;p&gt; _null	New Zealand	wlp_nz_g02.txt	Swimming Australia CEO resigns - Yahoo! New Zealand Sport	General	http://nz.sports.yahoo.com/news/article/-/15443539/swimming-australia-ceo-resigns/	443	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=930	1407904396	1407904397
932	1729339	square or larger it is often convenient to clip the sheet in the form of a cylinder which can then	<<< be stood >>>	in a dish of the solvent . In such cases a comparatively large container is required , or alternatively the	square_jj_nn1 or_cc larger_jjr it_pph1 is_vbz often_rr convenient_jj to_to clip_vvi the_at sheet_nn1 in_ii the_at form_nn1 of_io a_at1 cylinder_nn1 which_ddq can_vm then_rt	<<< be_vbi stood_vvn@ >>>	in_ii a_at1 dish_nn1 of_io the_at solvent_nn1 ._. In_ii such_da cases_nn2 a_at1 comparatively_rr large_jj container_nn1 is_vbz required_vvn_jj ,_, or_cc alternatively_rr the_at	New Zealand	wlp_nz_g02.txt	Paper Chromatography * | NZETC	General	http://nzetc.victoria.ac.nz/tm/scholarly/tei-Bio05Tuat03-t1-body-d5.html	5260	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=931	1408024846	1408024847
933	1731955	Moore/Clark slanging match a prelude to Clark being dumped and what Labour sees as a far more widely acceptable Moore	<<< being stood >>>	in her place . &lt;p&gt;  Perhaps this is not a matter of an isolated external attack on Clark , but	Moore/Clark_np1 slanging_vvg_nn1@ match_vv0_nn1 a_at1 prelude_nn1 to_ii Clark_np1 being_vbg dumped_vvn and_cc what_ddq Labour_nn1@_jj sees_vvz as_ii a_at1 far_rg more_rgr widely_rr acceptable_jj Moore_np1	<<< being_vbg stood_vvn@ >>>	in_ii her_appge place_nn1 ._. &lt;p&gt; _null Perhaps_rr this_dd1 is_vbz not_xx a_at1 matter_nn1 of_io an_at1 isolated_jj external_jj attack_nn1 on_ii Clark_np1 ,_, but_ccb	New Zealand	wlp_nz_g02.txt	Is Clark vrs Moore the beginning of a carefully orchestrated	General	http://pressf1.pcworld.co.nz/showthread.php?82691-Is-Clark-vrs-Moore-the-beginning-of-a-carefully-orchestrated-internal-coup	292	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=932	1409181202	1409181203
934	1733737	years and has had 4 actual Searches but many callouts . He 's driven to the Op 's base and	<<< been stood >>>	down because it 's all over . Consider how much it costs to train a Search Dog ( a qualified	years_nnt2 and_cc has_vhz had_vhn 4_mc actual_jj Searches_nn2 but_ccb many_da2 callouts_nn2 ._. He_pphs1 's_vbz_vhz@ driven_vvn to_ii the_at Op_nn1 's_ge base_nn1 and_cc	<<< been_vbn stood_vvn@ >>>	down_rp because_cs it_pph1 's_vbz all_rr over_rp@_ii ._. Consider_vv0 how_rgq@_rrq much_rr it_pph1 costs_vvz to_to train_vvi a_at1 Search_nn1 Dog_nn1 (_( a_at1 qualified_jj	New Zealand	wlp_nz_g02.txt	So you want to train a search dog - Search Dogs New Zealand	General	http://searchdogs.co.nz/training/so-you-want-to-train-a-search-dog	1518	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=933	1409930274	1409930275
935	1760057	suspended were drugs ( 27% ) and continual disobedience ( 24% ) . The most common reason for students to	<<< be stood >>>	down were continual disobedience ( 25% ) and physical assault on other students ( 24% ) . 15 One survey	suspended_vvn were_vbdr drugs_nn2 (_( 27%_nnu )_) and_cc continual_jj disobedience_nn1 (_( 24%_nnu )_) ._. The_at most_rgt common_jj reason_nn1 for_if students_nn2 to_to	<<< be_vbi stood_vvn@ >>>	down_rp were_vbdr continual_jj disobedience_nn1 (_( 25%_nnu )_) and_cc physical_jj assault_nn1 on_ii other_jj students_nn2 (_( 24%_nnu )_) ._. 15_mc One_mc1 survey_nn1	New Zealand	wlp_nz_g02.txt	Youth Offending: Factors that Contribute and how the System	General	http://www.justice.govt.nz/courts/youth/publications-and-media/speeches/youth-offending-factors-that-contribute-and-how-the-system-responds	7943	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=934	1416800594	1416800595
936	1779456	, with a report due out in April . &lt;p&gt;  Earlier this year The Daily Post reported that 73 students	<<< were stood >>>	down or suspended for drug-related incidents in &lt;p&gt;  Rotorua residents can expect a nice , warm and dry start to	,_, with_iw a_at1 report_nn1 due_jj_nn1%_rr% out_rp in_ii April_npm1 ._. &lt;p&gt; _null Earlier_rrr this_dd1 year_nnt1 The_at Daily_jj@_np1_nn1@ Post_nn1 reported_vvd_vvn that_cst_dd1 73_mc students_nn2	<<< were_vbdr stood_vvn@ >>>	down_rp or_cc suspended_vvn_vvd_jj for_if drug-related_jj_nn1 incidents_nn2 in_ii &lt;p&gt; _null Rotorua_nn1_np1@ residents_nn2 can_vm expect_vvi a_at1 nice_jj ,_, warm_jj and_cc dry_jj start_nn1 to_ii	New Zealand	wlp_nz_g02.txt	Drugs in schools will rise principals | Rotorua Daily Post	General	http://www.rotoruadailypost.co.nz/news/drugs-in-schools-will-rise-principals/1602025/	566	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=935	1421220584	1421220585
937	1785157	stool . &lt;p&gt;  Whenever she starts a new job , she tells her bosses she has to stand . She	<<< 's stood >>>	at an Ikea desk while working in France , a stack of wood in New York , and a plinth	stool_nn1 ._. &lt;p&gt; _null Whenever_rrqv she_pphs1 starts_vvz a_at1 new_jj job_nn1 ,_, she_pphs1 tells_vvz her_appge bosses_nn2 she_pphs1 has_vhz to_to stand_vvi ._. She_pphs1	<<< 's_vbz_vhz@ stood_vvn@ >>>	at_ii an_at1 Ikea_nn1@_np1 desk_nn1 while_cs working_vvg in_ii France_np1 ,_, a_at1 stack_nn1 of_io wood_nn1 in_ii New_np1 York_np1 ,_, and_cc a_at1 plinth_nn1	New Zealand	wlp_nz_g02.txt	We're sitting ourselves to death | Stuff.co.nz	General	http://www.stuff.co.nz/dominion-post/capital-life/5291850/We-re-sitting-ourselves-to-death	3296	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=936	1423171903	1423171904
