Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
1778	538398	@ @ @ @ @ @ returned . I had a prolonged route to diagnosis and by the time I	<<< was sat >>>	in front of an oncologist I had guessed it was in my liver , suspected my bones , but the	@_ii @_ii @_ii @_ii @_ii @_ii returned_vvn ._. I_ppis1 had_vhd a_at1 prolonged_jj route_nn1 to_ii diagnosis_nn1 and_cc by_ii the_at time_nnt1 I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii31 front_ii32 of_ii33 an_at1 oncologist_nn1 I_ppis1 had_vhd guessed_vvn it_pph1 was_vbdz in_ii my_appge liver_nn1 ,_, suspected_vvd_vvn my_appge bones_nn2 ,_, but_ccb the_at	Great Britain	wlp_gb_g12.txt	Secondary breast cancer: But you're going to be okay, aren't you	General	http://blogs.independent.co.uk/2012/10/31/secondary-breast-cancer-but-youre-going-to-be-okay-arent-you/	852	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1777	793772156	793772157
1779	568692	Paul Schrader telling me ,  Marty , you should have that ending changed . People do n't want to	<<< be sat >>>	there for two hours and 20 minutes with a guy who reacts that way at the end .  I	Paul_np1 Schrader_np1_nn1_vv0 telling_vvg me_ppio1 ,_,  Marty_np1_nn1 ,_, you_ppy should_vm have_vhi that_dd1 ending_nn1 changed_vvn ._. People_nn do_vd0 n't_xx want_vvi to_to	<<< be_vbi sat_vvn@ >>>	there_rl for_if two_mc hours_nnt2 and_cc 20_mc minutes_nnt2 with_iw a_at1 guy_nn1 who_pnqs reacts_vvz that_dd1 way_nn1 at_ii the_at end_nn1 ._.  I_ppis1	Great Britain	wlp_gb_g12.txt	Sabotage Times � De Niro &amp; Scorsese On The Making Of Goodfellas	General	http://www.sabotagetimes.com/tv-film/de-niro-scorsese-on-the-making-of-goodfellas/	3579	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1778	794476887	794476888
1780	579393	feel ) &lt;p&gt;  I had a bad experience aged about 8 when a dentist pulled 2 teeth after i 'd	<<< been sat >>>	waiting too long following the numbing injection and it had all but worn off . &lt;p&gt;  My mother ( she	feel_vv0 )_) &lt;p&gt; _null I_ppis1 had_vhd a_at1 bad_jj experience_nn1 aged_vvn about_rg 8_mc when_rrq_cs a_at1 dentist_nn1 pulled_vvd_vvn 2_mc teeth_nn2 after_cs_ii i_zz1 'd_vhd	<<< been_vbn sat_vvn@ >>>	waiting_vvg too_rg long_rr following_vvg_ii@ the_at numbing_jj@_nn1@ injection_nn1 and_cc it_pph1 had_vhd all_rr21 but_rr22 worn_vvn off_rp ._. &lt;p&gt; _null My_appge mother_nn1 (_( she_pphs1	Great Britain	wlp_gb_g12.txt	I'm new, happy to have found you but still terrified...	General	http://www.dentalfearcentral.org/forum/showthread.php?19890-I-m-new-happy-to-have-found-you-but-still-terrified	3787	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1779	794659970	794659971
1781	579393	feel ) &lt;p&gt;  I had a bad experience aged about 8 when a dentist pulled 2 teeth after i 'd	<<< been sat >>>	waiting too long following the numbing injection and it had all but worn off . &lt;p&gt;  My mother ( she	feel_vv0 )_) &lt;p&gt; _null I_ppis1 had_vhd a_at1 bad_jj experience_nn1 aged_vvn about_rg 8_mc when_rrq_cs a_at1 dentist_nn1 pulled_vvd_vvn 2_mc teeth_nn2 after_cs_ii i_zz1 'd_vhd	<<< been_vbn sat_vvn@ >>>	waiting_vvg too_rg long_rr following_vvg_ii@ the_at numbing_jj@_nn1@ injection_nn1 and_cc it_pph1 had_vhd all_rr21 but_rr22 worn_vvn off_rp ._. &lt;p&gt; _null My_appge mother_nn1 (_( she_pphs1	Great Britain	wlp_gb_g12.txt	I'm new, happy to have found you but still terrified...	General	http://www.dentalfearcentral.org/forum/showthread.php?19890-I-m-new-happy-to-have-found-you-but-still-terrified	3787	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1780	794661984	794661985
1782	583694	say sitting at home eating a snickers while looking at the discusting , vile , slob you call a wife	<<< is sat >>>	next to you . &lt;p&gt;  He could n't give a rats arse if we get relegated this year . All	say_vv0_nn1% sitting_vvg at_ii home_nn1 eating_vvg a_at1 snickers_nn2 while_cs looking_vvg at_ii the_at discusting_nn1@_jj@ ,_, vile_jj ,_, slob_vv0@ you_ppy call_vv0 a_at1 wife_nn1	<<< is_vbz sat_vvn@ >>>	next_ii21 to_ii22 you_ppy ._. &lt;p&gt; _null He_pphs1 could_vm n't_xx give_vvi a_at1 rats_nn2 arse_nn1_vv0% if_cs we_ppis2 get_vv0 relegated_jj_vvn this_dd1 year_nnt1 ._. All_db_rr@	Great Britain	wlp_gb_g12.txt	It's Time For Leeds Fans Need To 'Unite' | FootballFanCast.com	General	http://www.footballfancast.com/championship/its-time-for-leeds-fans-need-to-unite	1432	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1781	794837630	794837631
1783	590896	today with the responce of  why is your balance off  If he was n't in Indiana and had	<<< been sat >>>	next to me I would have given the face of disbelief with showing my shakey hands usually how he remember	today_rt with_iw the_at responce_nn1 of_io  why_rrq is_vbz your_appge balance_nn1 off_rp_ii  If_cs_csw@ he_pphs1 was_vbdz n't_xx in_ii Indiana_np1 and_cc had_vhd	<<< been_vbn sat_vvn@ >>>	next_ii21 to_ii22 me_ppio1 I_ppis1 would_vm have_vhi given_vvn the_at face_nn1 of_io disbelief_nn1 with_iw showing_vvg my_appge shakey_nn1_jj@ hands_nn2 usually_rr how_rrq he_pphs1 remember_vv0	Great Britain	wlp_gb_g12.txt	It's been a while hello all! - Living With Ataxia - Online Support Group	General	http://www.livingwithataxia.org/forum/topics/it-s-been-a-while-hello-all	2097	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1782	794974232	794974233
1784	591293	@ @ @ @ @ @ @ @ @ room more closely . A redhead in a too short skirt	<<< was sat >>>	at the corner of the desk holding a notepad , her long legs dangling over the edge like the pendulum	@_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii room_nn1 more_rgr_rrr closely_rr ._. A_at1 redhead_nn1 in_ii a_at1 too_rg short_jj skirt_nn1	<<< was_vbdz sat_vvn@ >>>	at_ii the_at corner_nn1 of_io the_at desk_nn1 holding_vvg a_at1 notepad_nn1 ,_, her_appge long_jj legs_nn2 dangling_vvg over_ii_rp the_at edge_nn1 like_ii the_at pendulum_nn1	Great Britain	wlp_gb_g12.txt	Marcus Bastel - The Bowling Alley.	General	http://www.marcusbastel.com/STORIES/story_bowling_alley.html	4025	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1783	794983597	794983598
1785	634698	) You feel like you are constantly on a boat , or that you are drunk , even when you	<<< are sat >>>	still on the sofa -- this makes you sick &lt;p&gt;  5 ) Trying to be healthy and drink your required	)_) You_ppy feel_vv0 like_ii_vv0@ you_ppy are_vbr constantly_rr on_ii a_at1 boat_nn1 ,_, or_cc that_cst you_ppy are_vbr drunk_jj_vvn@ ,_, even_cs21 when_cs22 you_ppy	<<< are_vbr sat_vvn@ >>>	still_jj on_ii the_at sofa_nn1 --_zz this_dd1 makes_vvz you_ppy sick_jj &lt;p&gt; _null 5_mc )_) Trying_vvg to_to be_vbi healthy_jj and_cc drink_vv0 your_appge required_jj	Great Britain	wlp_gb_g12.txt	10 things they neglect to tell you | Team Lloyd	General	http://teamlloyd.com/10-things-they-neglect-to-tell-you/	377	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1784	795939955	795939956
1786	654294	movies or playing games ( whether they involve computer hardware or bits of plastic on a board ) once they	<<< are sat >>>	at home . &lt;p&gt;  You say But why , with the power of a supercomputer in your home , does	movies_nn2 or_cc playing_vvg games_nn2 (_( whether_csw they_pphs2 involve_vv0 computer_nn1 hardware_nn1 or_cc bits_nn2 of_io plastic_nn1 on_ii a_at1 board_nn1 )_) once_cs@_rr they_pphs2	<<< are_vbr sat_vvn@ >>>	at_ii home_nn1 ._. &lt;p&gt; _null You_ppy say_vv0 But_ccb why_rrq ,_, with_iw the_at power_nn1 of_io a_at1 supercomputer_nn1 in_ii your_appge home_nn1 ,_, does_vdz	Great Britain	wlp_gb_g12.txt	Pat Kane: Opium in the living room | Comment is free | The Guardian	General	http://www.guardian.co.uk/commentisfree/2006/nov/09/comment.news	6905	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1785	796419765	796419766
1787	679192	it harder but I know that there 's strength in the fact that I stayed in Auckland when I could	<<< be sat >>>	at my parent 's house in England right now . &lt;p&gt;  I could have run away but I did n't	it_pph1 harder_jjr but_ccb I_ppis1 know_vv0 that_cst there_ex 's_vbz strength_nn1 in_ii the_at fact_nn1 that_cst I_ppis1 stayed_vvd in_ii Auckland_np1 when_rrq I_ppis1 could_vm	<<< be_vbi sat_vvn@ >>>	at_ii my_appge parent_nn1 's_ge house_nn1 in_ii England_np1 right_rr_nn1 now_rt ._. &lt;p&gt; _null I_ppis1 could_vm have_vhi run_vvn away_rl but_ccb I_ppis1 did_vdd n't_xx	Great Britain	wlp_gb_g12.txt	And Then There Was One - Pack Your Passport	General	http://www.pack-your-passport.com/2012/10/and-then-there-was-one.html	3496	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1786	796936628	796936629
1788	687593	was n't impressed ! &lt;p&gt;  The @ @ @ @ @ @ @ @ @ @ . Disappointingly , I	<<< was sat >>>	in the cafe for almost twenty minutes before I could catch the attention of a nonplussed waiter and then he	was_vbdz n't_xx impressed_vvn !_! &lt;p&gt; _null The_at @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii ._. Disappointingly_rr_np1@ ,_, I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii the_at cafe_nn1 for_if almost_rr twenty_mc minutes_nnt2 before_cs I_ppis1 could_vm catch_vvi the_at attention_nn1 of_io a_at1 nonplussed_jj waiter_nn1 and_cc then_rt he_pphs1	Great Britain	wlp_gb_g12.txt	The fabulous location was the only memorable feature - Royal	General	http://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1389696-r105429073-Royal_Exchange_Grand_Cafe_and_Bar-London_England.html	903	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1787	797143919	797143920
1789	710095	5 bedrooms in the house , @ @ @ @ @ @ @ @ @ @ distraught girls . i	<<< was sat >>>	on the stairs , plugging my ears when i see my best friend being dragged into her room by her	5_mc bedrooms_nn2 in_ii the_at house_nn1 ,_, @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii distraught_jj girls_nn2 ._. i_mc1_zz1	<<< was_vbdz sat_vvn@ >>>	on_ii the_at stairs_nn2 ,_, plugging_vvg my_appge ears_nn2 when_rrq_cs i_zz1 see_vv0 my_appge best_jjt friend_nn1 being_vbg dragged_vvn into_ii her_appge room_nn1 by_ii her_appge_ppho1	Great Britain	wlp_gb_g12.txt	Bedroom - This is ABUSE	General	http://thisisabuse.direct.gov.uk/videos/view/5/bedroom	3580	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1788	797564575	797564576
1790	721193	off sick to tell me that either I improve my attendance , or I would lose my job ! I	<<< was sat >>>	there looking like death warmed up and in tears from the agony I was in . There was little I	off_ii_rp sick_jj to_to tell_vvi me_ppio1 that_cst_dd1 either_rr_dd1 I_ppis1 improve_vv0 my_appge attendance_nn1 ,_, or_cc I_ppis1 would_vm lose_vvi my_appge job_nn1 !_! I_ppis1	<<< was_vbdz sat_vvn@ >>>	there_rl looking_vvg like_ii death_nn1 warmed_vvd_vvn up_rp and_cc in_ii tears_nn2 from_ii the_at agony_nn1 I_ppis1 was_vbdz in_rp@ ._. There_ex was_vbdz little_rr_da1 I_ppis1	Great Britain	wlp_gb_g12.txt	A Request to Anyone Who has been Stripped of their Benefits by	General	http://www.dpac.uk.net/2012/02/a-request-to-anyone-who-has-been-stripped-of-their-benefits-by-atos-or-lost-dla/	25584	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1789	797771501	797771502
1791	721193	about getting people back to work is just a ruse to bring the unemployment figures down , yes because we	<<< are sat >>>	at home not claiming owt ! ! ! rant over guys sorry but I really am as low as I	about_ii getting_vvg people_nn back_rp_nn1 to_ii_to@ work_nn1_vvi is_vbz just_rr a_at1 ruse_nn1 to_to bring_vvi the_at unemployment_nn1 figures_vvz@_nn2 down_rp ,_, yes_uh because_cs we_ppis2	<<< are_vbr sat_vvn@ >>>	at_ii home_nn1 not_xx claiming_vvg owt_pn1 !_! !_! !_! rant_jj_nn1 over_ii guys_nn2 sorry_jj but_ccb I_ppis1 really_rr am_vbm as_rg low_jj_rr@ as_csa I_ppis1	Great Britain	wlp_gb_g12.txt	A Request to Anyone Who has been Stripped of their Benefits by	General	http://www.dpac.uk.net/2012/02/a-request-to-anyone-who-has-been-stripped-of-their-benefits-by-atos-or-lost-dla/	25584	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1790	797774113	797774114
1792	730897	walking round the garden on your own giving your speech on each of the other nominated HMs and the others	<<< were sat >>>	inside wondering what you were up to . &lt;p&gt;  The next scene showed the 2 couples in bed kissing and	walking_vvg round_ii_rp the_at garden_nn1 on_ii your_appge own_da giving_vvg your_appge speech_nn1 on_ii each_dd1 of_io the_at other_nn1@_jj nominated_vvd HMs_nnb and_cc the_at others_nn2	<<< were_vbdr sat_vvn@ >>>	inside_ii_rl wondering_vvg what_ddq you_ppy were_vbdr up_ii21 to_ii22 ._. &lt;p&gt; _null The_at next_md scene_nn1 showed_vvd the_at 2_mc couples_nn2 in_ii bed_nn1 kissing_nn1_vvg and_cc	Great Britain	wlp_gb_g12.txt	Howdy DS people..... - Page 18 - Big Brother - Digital Spy Forums	General	http://forums.digitalspy.co.uk/showthread.php?p=62349847	2541	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1791	797982560	797982561
1793	758595	my milk just ould not come in , so i gave up , the midwife came out the day i	<<< was sat >>>	crying feeling woefully inadequate ad told me , and i quote ,  it is an inadequate mother that can	my_appge milk_nn1 just_rr ould_vv0 not_xx come_vvn@_vv0 in_rp@_ii ,_, so_rr_cs@_rg i_mc1_zz1 gave_vvd up_rp ,_, the_at midwife_nn1 came_vvd out_rp the_at day_nnt1 i_mc1_zz1	<<< was_vbdz sat_vvn@ >>>	crying_nn1_vvg_jj@ feeling_vvg_nn1 woefully_rr inadequate_jj ad_nn1 told_vvd me_ppio1 ,_, and_cc i_mc1_zz1 quote_nn1_vv0 ,_,  it_pph1 is_vbz an_at1 inadequate_jj mother_nn1 that_cst_dd1 can_vm	Great Britain	wlp_gb_g12.txt	As a breastfeeding doll goes on sale, new mum Kitty Dimbleby says	General	http://www.dailymail.co.uk/femail/article-2232057/As-breastfeeding-doll-goes-sale-new-mum-Kitty-Dimbleby-says-shes-sick-breast-best-bigotry.html	2678	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1792	798653414	798653415
1794	790097	kind of stuff is included . Make sure you get regular progress reports from your university ; again if you	<<< are sat >>>	in on that meeting , you will be able to do that . Make sure you get evidence , @	kind_nn1 of_io stuff_nn1 is_vbz included_vvn ._. Make_vv0 sure_jj you_ppy get_vv0 regular_jj progress_nn1 reports_vvz_nn2 from_ii your_appge university_nn1 ;_; again_rt if_cs you_ppy	<<< are_vbr sat_vvn@ >>>	in_rp@ on_ii that_dd1 meeting_nn1 ,_, you_ppy will_vm be_vbi able_jk to_to do_vdi that_dd1 ._. Make_vv0 sure_jj you_ppy get_vv0 evidence_nn1 ,_, @_ii	Great Britain	wlp_gb_g12.txt	QAA institutional audit what to do afterwards?	General	http://www.qaa.ac.uk/Publications/Podcasts/Transcripts/Pages/QAA-institutional-audit-what-to-do-afterwards.aspx	778	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1793	799593707	799593708
1795	798592	said .  This season is going to go right to the very end . I believe that we 'll	<<< be sat >>>	on the edge of our seats in the last few laps of the Brazilian GP , and I hope I	said_vvd ._.  This_dd1 season_nnt1 is_vbz going_vvgk to_to go_vvi right_rr_nn1_jj to_ii the_at very_jj end_nn1 ._. I_ppis1 believe_vv0 that_cst we_ppis2 'll_vm	<<< be_vbi sat_vvn@ >>>	on_ii the_at edge_nn1 of_io our_appge seats_nn2 in_ii the_at last_md few_da2 laps_nn2 of_io the_at Brazilian_jj_nn1 GP_nn1 ,_, and_cc I_ppis1 hope_vv0 I_ppis1	Great Britain	wlp_gb_g12.txt	Martin Whitmarsh: We've got to keep the faith... | Adam Cooper's	General	http://adamcooperf1.com/2012/07/23/martin-whitmarsh-weve-got-to-keep-the-faith/	507	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1794	799805373	799805374
1796	1414293	but it did n't seem to help -- have you ever seen anything like that ? &lt;p&gt;  No . I	<<< was sat >>>	at the dinner table having just put a shed up when @ @ @ @ @ @ @ @ @	but_ccb it_pph1 did_vdd n't_xx seem_vvi to_to help_vvi --_zz have_vhi you_ppy ever_rr seen_vvn anything_pn1 like_ii that_dd1 ?_? &lt;p&gt; _null No_uh ._. I_ppis1	<<< was_vbdz sat_vvn@ >>>	at_ii the_at dinner_nn1 table_nn1 having_vhg just_rr put_vvn a_at1 shed_nn1 up_rp when_cs_rrq @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii	Great Britain	wlp_gb_g12.txt	Kevin Pilkington: Run-in Review | 7 Cantonas	General	http://7cantonas.com/2012/05/kevin-pilkington-run-in-review/	683	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1795	799855398	799855399
1797	1420595	10 mins . I went out of the room to find a toilet . In the corridor outside my room	<<< were sat >>>	4 soldiers . They had their shirts off and drinking out of a dirty vodka @ @ @ @ @	10_mc mins_nnt2 ._. I_ppis1 went_vvd out_ii21 of_ii22 the_at room_nn1 to_to find_vvi a_at1 toilet_nn1 ._. In_ii the_at corridor_nn1 outside_ii my_appge room_nn1	<<< were_vbdr sat_vvn@ >>>	4_mc soldiers_nn2 ._. They_pphs2 had_vhd their_appge shirts_nn2 off_rp_ii and_cc drinking_vvg_nn1 out_ii21 of_ii22 a_at1 dirty_jj vodka_nn1 @_ii @_ii @_ii @_ii @_ii	Great Britain	wlp_gb_g12.txt	Bluemoon-MCFC: Manchester City, Man City * View topic - Dodgy	General	http://forums.bluemoon-mcfc.co.uk/viewtopic.php?f=5&amp;t=271909&amp;p=6221852&amp;sid=20110a7efc4dbc23b41a38b06f5ea9c4	2771	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1796	800096222	800096223
1798	1420595	10 mins . I went out of the room to find a toilet . In the corridor outside my room	<<< were sat >>>	4 soldiers . They had their shirts off and drinking out of a dirty vodka bottle . One of them	10_mc mins_nnt2 ._. I_ppis1 went_vvd out_ii21 of_ii22 the_at room_nn1 to_to find_vvi a_at1 toilet_nn1 ._. In_ii the_at corridor_nn1 outside_ii my_appge room_nn1	<<< were_vbdr sat_vvn@ >>>	4_mc soldiers_nn2 ._. They_pphs2 had_vhd their_appge shirts_nn2 off_rp_ii and_cc drinking_vvg_nn1 out_ii21 of_ii22 a_at1 dirty_jj vodka_nn1 bottle_nn1 ._. One_mc1 of_io them_ppho2	Great Britain	wlp_gb_g12.txt	Bluemoon-MCFC: Manchester City, Man City * View topic - Dodgy	General	http://forums.bluemoon-mcfc.co.uk/viewtopic.php?f=5&amp;t=271909&amp;p=6221852&amp;sid=20110a7efc4dbc23b41a38b06f5ea9c4	2771	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1797	800096570	800096571
1799	1420595	10 mins . I went out of the room to find a toilet . In the corridor outside my room	<<< were sat >>>	4 soldiers . They had their shirts off and drinking out of a dirty vodka bottle . One of them	10_mc mins_nnt2 ._. I_ppis1 went_vvd out_ii21 of_ii22 the_at room_nn1 to_to find_vvi a_at1 toilet_nn1 ._. In_ii the_at corridor_nn1 outside_ii my_appge room_nn1	<<< were_vbdr sat_vvn@ >>>	4_mc soldiers_nn2 ._. They_pphs2 had_vhd their_appge shirts_nn2 off_rp_ii and_cc drinking_vvg_nn1 out_ii21 of_ii22 a_at1 dirty_jj vodka_nn1 bottle_nn1 ._. One_mc1 of_io them_ppho2	Great Britain	wlp_gb_g12.txt	Bluemoon-MCFC: Manchester City, Man City * View topic - Dodgy	General	http://forums.bluemoon-mcfc.co.uk/viewtopic.php?f=5&amp;t=271909&amp;p=6221852&amp;sid=20110a7efc4dbc23b41a38b06f5ea9c4	2771	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1798	800096940	800096941
1800	1420595	10 mins . I went out of the room to find a toilet . In the corridor outside my room	<<< were sat >>>	4 soldiers . They had their shirts off and drinking out of a dirty vodka bottle . One of them	10_mc mins_nnt2 ._. I_ppis1 went_vvd out_ii21 of_ii22 the_at room_nn1 to_to find_vvi a_at1 toilet_nn1 ._. In_ii the_at corridor_nn1 outside_ii my_appge room_nn1	<<< were_vbdr sat_vvn@ >>>	4_mc soldiers_nn2 ._. They_pphs2 had_vhd their_appge shirts_nn2 off_rp_ii and_cc drinking_vvg_nn1 out_ii21 of_ii22 a_at1 dirty_jj vodka_nn1 bottle_nn1 ._. One_mc1 of_io them_ppho2	Great Britain	wlp_gb_g12.txt	Bluemoon-MCFC: Manchester City, Man City * View topic - Dodgy	General	http://forums.bluemoon-mcfc.co.uk/viewtopic.php?f=5&amp;t=271909&amp;p=6221852&amp;sid=20110a7efc4dbc23b41a38b06f5ea9c4	2771	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1799	800097326	800097327
